Game_pk,date,Park
717541,7/1/2023,Oriole Park at Camden Yards
717538,7/1/2023,Oakland Coliseum
717544,7/1/2023,Coors Field
717543,7/1/2023,Citizens Bank Park
717547,7/1/2023,Rogers Centre
717546,7/1/2023,Wrigley Field
717536,7/1/2023,Truist Park
717542,7/1/2023,Globe Life Field
717539,7/1/2023,Great American Ball Park
717537,7/1/2023,Kauffman Stadium
717534,7/1/2023,T-Mobile Park
717540,7/1/2023,PNC Park
717545,7/1/2023,Busch Stadium
717519,7/2/2023,T-Mobile Park
717527,7/2/2023,Kauffman Stadium
717524,7/2/2023,Busch Stadium
717518,7/2/2023,Oakland Coliseum
717530,7/2/2023,Rogers Centre
717528,7/2/2023,Citizens Bank Park
717522,7/2/2023,Angel Stadium
717532,7/2/2023,Truist Park
717529,7/2/2023,Oriole Park at Camden Yards
717523,7/2/2023,Coors Field
717520,7/2/2023,Globe Life Field
717525,7/2/2023,Citi Field
717521,7/2/2023,Wrigley Field
717526,7/2/2023,Great American Ball Park
717531,7/2/2023,PNC Park
717505,7/3/2023,Petco Park
717516,7/3/2023,Oracle Park
717512,7/3/2023,Progressive Field
717513,7/3/2023,Yankee Stadium
717517,7/3/2023,Nationals Park
717515,7/3/2023,loanDepot park
717511,7/3/2023,American Family Field
717514,7/3/2023,Globe Life Field
717510,7/3/2023,Target Field
717506,7/3/2023,Dodger Stadium
717507,7/4/2023,Nationals Park
717497,7/4/2023,Petco Park
717498,7/4/2023,Chase Field
717503,7/4/2023,American Family Field
717494,7/4/2023,Comerica Park
717502,7/4/2023,loanDepot park
717499,7/4/2023,Tropicana Field
717501,7/4/2023,Fenway Park
717504,7/4/2023,Minute Maid Park
717492,7/4/2023,Dodger Stadium
717496,7/4/2023,Guaranteed Rate Field
717508,7/4/2023,Yankee Stadium
717509,7/4/2023,Oracle Park
717500,7/4/2023,Target Field
717495,7/4/2023,Progressive Field
717484,7/5/2023,Fenway Park
717483,7/5/2023,American Family Field
717486,7/5/2023,Progressive Field
717482,7/5/2023,Target Field
717491,7/5/2023,Tropicana Field
717493,7/5/2023,Nationals Park
717487,7/5/2023,Yankee Stadium
717478,7/5/2023,Petco Park
717480,7/5/2023,Guaranteed Rate Field
717489,7/5/2023,Minute Maid Park
717479,7/5/2023,Dodger Stadium
717477,7/5/2023,Chase Field
717490,7/5/2023,Oracle Park
717485,7/5/2023,Comerica Park
717488,7/5/2023,loanDepot park
717473,7/6/2023,loanDepot park
717481,7/6/2023,Nationals Park
717474,7/6/2023,American Family Field
717475,7/6/2023,Yankee Stadium
717472,7/6/2023,Tropicana Field
717470,7/6/2023,Chase Field
717467,7/6/2023,Minute Maid Park
717468,7/6/2023,Guaranteed Rate Field
717480,7/6/2023,Guaranteed Rate Field
717476,7/6/2023,Comerica Park
717462,7/6/2023,Dodger Stadium
717469,7/6/2023,Progressive Field
717471,7/6/2023,Fenway Park
717456,7/7/2023,Dodger Stadium
717465,7/7/2023,Nationals Park
717464,7/7/2023,Yankee Stadium
717453,7/7/2023,Minute Maid Park
717463,7/7/2023,Progressive Field
717461,7/7/2023,Fenway Park
717458,7/7/2023,Target Field
717459,7/7/2023,American Family Field
717448,7/7/2023,Oracle Park
717460,7/7/2023,Tropicana Field
717454,7/7/2023,Petco Park
717457,7/7/2023,Comerica Park
717455,7/7/2023,Guaranteed Rate Field
717466,7/7/2023,loanDepot park
717452,7/7/2023,Chase Field
717445,7/8/2023,Guaranteed Rate Field
717440,7/8/2023,Minute Maid Park
717439,7/8/2023,Chase Field
717444,7/8/2023,American Family Field
717441,7/8/2023,Tropicana Field
717449,7/8/2023,Fenway Park
717450,7/8/2023,Nationals Park
717437,7/8/2023,Dodger Stadium
717447,7/8/2023,Yankee Stadium
717436,7/8/2023,Petco Park
717438,7/8/2023,loanDepot park
717443,7/8/2023,Progressive Field
717451,7/8/2023,Oracle Park
717446,7/8/2023,Target Field
717442,7/8/2023,Comerica Park
717425,7/9/2023,Chase Field
717422,7/9/2023,Oracle Park
717426,7/9/2023,loanDepot park
717430,7/9/2023,Minute Maid Park
717429,7/9/2023,Tropicana Field
717428,7/9/2023,Target Field
717431,7/9/2023,Comerica Park
717423,7/9/2023,Petco Park
717433,7/9/2023,Yankee Stadium
717427,7/9/2023,American Family Field
717435,7/9/2023,Fenway Park
717432,7/9/2023,Nationals Park
717424,7/9/2023,Guaranteed Rate Field
717434,7/9/2023,Progressive Field
717410,7/14/2023,Coors Field
717415,7/14/2023,Globe Life Field
717405,7/14/2023,Angel Stadium
717411,7/14/2023,Kauffman Stadium
717414,7/14/2023,Truist Park
717417,7/14/2023,Oriole Park at Camden Yards
717420,7/14/2023,Rogers Centre
717419,7/14/2023,Wrigley Field
717416,7/14/2023,PNC Park
717412,7/14/2023,Great American Ball Park
717418,7/14/2023,Citizens Bank Park
717409,7/14/2023,Oakland Coliseum
717407,7/14/2023,Busch Stadium
717406,7/14/2023,T-Mobile Park
717413,7/14/2023,Citi Field
717407,7/15/2023,Busch Stadium
717397,7/15/2023,Citizens Bank Park
717400,7/15/2023,Citi Field
717403,7/15/2023,Wrigley Field
717394,7/15/2023,Coors Field
717392,7/15/2023,Great American Ball Park
717390,7/15/2023,T-Mobile Park
717404,7/15/2023,Rogers Centre
717399,7/15/2023,Oakland Coliseum
717398,7/15/2023,PNC Park
717401,7/15/2023,Oriole Park at Camden Yards
717389,7/15/2023,Angel Stadium
717395,7/15/2023,Truist Park
717396,7/15/2023,Busch Stadium
717393,7/15/2023,Kauffman Stadium
717408,7/15/2023,Citizens Bank Park
717402,7/15/2023,Globe Life Field
717411,7/15/2023,Kauffman Stadium
717376,7/16/2023,Wrigley Field
717382,7/16/2023,Kauffman Stadium
717387,7/16/2023,Citizens Bank Park
717377,7/16/2023,Globe Life Field
717385,7/16/2023,Citi Field
717379,7/16/2023,Oakland Coliseum
717378,7/16/2023,Coors Field
717391,7/16/2023,Truist Park
717373,7/16/2023,T-Mobile Park
717383,7/16/2023,Great American Ball Park
717381,7/16/2023,Angel Stadium
717384,7/16/2023,Oriole Park at Camden Yards
717386,7/16/2023,Rogers Centre
717388,7/16/2023,PNC Park
717380,7/16/2023,Busch Stadium
717372,7/17/2023,Oriole Park at Camden Yards
717370,7/17/2023,Wrigley Field
717375,7/17/2023,Great American Ball Park
717365,7/17/2023,T-Mobile Park
717369,7/17/2023,Angel Stadium
717366,7/17/2023,Oakland Coliseum
717367,7/17/2023,Globe Life Field
717368,7/17/2023,Kauffman Stadium
717371,7/17/2023,PNC Park
717374,7/17/2023,Busch Stadium
717358,7/18/2023,Truist Park
717356,7/18/2023,Kauffman Stadium
717361,7/18/2023,Oriole Park at Camden Yards
717350,7/18/2023,T-Mobile Park
717375,7/18/2023,Great American Ball Park
717352,7/18/2023,Angel Stadium
717354,7/18/2023,Globe Life Field
717363,7/18/2023,Citizens Bank Park
717357,7/18/2023,Busch Stadium
717355,7/18/2023,Coors Field
717353,7/18/2023,Wrigley Field
717362,7/18/2023,Rogers Centre
717360,7/18/2023,Great American Ball Park
717359,7/18/2023,Citi Field
717349,7/18/2023,Oakland Coliseum
717364,7/18/2023,PNC Park
717335,7/19/2023,T-Mobile Park
717345,7/19/2023,Coors Field
717342,7/19/2023,Great American Ball Park
717351,7/19/2023,Busch Stadium
717338,7/19/2023,Rogers Centre
717343,7/19/2023,Oriole Park at Camden Yards
717339,7/19/2023,Angel Stadium
717348,7/19/2023,PNC Park
717341,7/19/2023,Citi Field
717333,7/19/2023,Kauffman Stadium
717347,7/19/2023,Citizens Bank Park
717346,7/19/2023,Globe Life Field
717344,7/19/2023,Oakland Coliseum
717336,7/19/2023,Wrigley Field
717340,7/19/2023,Truist Park
717330,7/20/2023,Citi Field
717331,7/20/2023,Rogers Centre
717337,7/20/2023,Truist Park
717328,7/20/2023,Tropicana Field
717322,7/20/2023,Wrigley Field
717334,7/20/2023,Great American Ball Park
717323,7/20/2023,Oakland Coliseum
717329,7/20/2023,Citizens Bank Park
717327,7/20/2023,T-Mobile Park
717332,7/20/2023,Kauffman Stadium
717326,7/21/2023,Nationals Park
717312,7/21/2023,Angel Stadium
717313,7/21/2023,American Family Field
717325,7/21/2023,Wrigley Field
717310,7/21/2023,Oakland Coliseum
717320,7/21/2023,Tropicana Field
717319,7/21/2023,loanDepot park
717311,7/21/2023,T-Mobile Park
717316,7/21/2023,Globe Life Field
717315,7/21/2023,Progressive Field
717324,7/21/2023,Fenway Park
717318,7/21/2023,Yankee Stadium
717321,7/21/2023,Great American Ball Park
717317,7/21/2023,Comerica Park
717314,7/21/2023,Target Field
717300,7/22/2023,Tropicana Field
717306,7/22/2023,loanDepot park
717324,7/22/2023,Fenway Park
717307,7/22/2023,Nationals Park
717303,7/22/2023,Great American Ball Park
717299,7/22/2023,Comerica Park
717302,7/22/2023,Progressive Field
717304,7/22/2023,Yankee Stadium
717301,7/22/2023,T-Mobile Park
717305,7/22/2023,Globe Life Field
717296,7/22/2023,American Family Field
717309,7/22/2023,Fenway Park
717293,7/22/2023,Target Field
717295,7/22/2023,Oakland Coliseum
717308,7/22/2023,Wrigley Field
717297,7/22/2023,Angel Stadium
717292,7/23/2023,loanDepot park
717290,7/23/2023,Nationals Park
717287,7/23/2023,American Family Field
717294,7/23/2023,Yankee Stadium
717289,7/23/2023,Great American Ball Park
717286,7/23/2023,Wrigley Field
717291,7/23/2023,Tropicana Field
717283,7/23/2023,Progressive Field
717284,7/23/2023,Globe Life Field
717281,7/23/2023,T-Mobile Park
717278,7/23/2023,Angel Stadium
717298,7/23/2023,Fenway Park
717285,7/23/2023,Target Field
717279,7/23/2023,Oakland Coliseum
717288,7/23/2023,Comerica Park
717268,7/24/2023,Chase Field
718558,7/24/2023,Comerica Park
717280,7/24/2023,Citizens Bank Park
717282,7/24/2023,Nationals Park
717275,7/24/2023,Target Field
717276,7/24/2023,Petco Park
717274,7/24/2023,Minute Maid Park
717271,7/24/2023,Dodger Stadium
717273,7/24/2023,American Family Field
717277,7/24/2023,Progressive Field
717265,7/25/2023,Comerica Park
717264,7/25/2023,Target Field
717272,7/25/2023,Oracle Park
717255,7/25/2023,Minute Maid Park
717260,7/25/2023,Progressive Field
717256,7/25/2023,Dodger Stadium
717270,7/25/2023,Tropicana Field
717269,7/25/2023,Nationals Park
717267,7/25/2023,Citizens Bank Park
717259,7/25/2023,Chase Field
717263,7/25/2023,Guaranteed Rate Field
717266,7/25/2023,Yankee Stadium
717261,7/25/2023,Fenway Park
717262,7/25/2023,American Family Field
717258,7/25/2023,Petco Park
717250,7/26/2023,Target Field
717257,7/26/2023,Nationals Park
717251,7/26/2023,Oracle Park
717242,7/26/2023,Fenway Park
717248,7/26/2023,Yankee Stadium
717247,7/26/2023,Comerica Park
717253,7/26/2023,Dodger Stadium
717239,7/26/2023,Minute Maid Park
717240,7/26/2023,Guaranteed Rate Field
717245,7/26/2023,Citizens Bank Park
717246,7/26/2023,Petco Park
717249,7/26/2023,Progressive Field
717244,7/26/2023,Chase Field
717254,7/26/2023,American Family Field
717252,7/26/2023,Tropicana Field
717247,7/27/2023,Comerica Park
717241,7/27/2023,Citi Field
717238,7/27/2023,Busch Stadium
717233,7/27/2023,Guaranteed Rate Field
717243,7/27/2023,Comerica Park
717229,7/28/2023,Minute Maid Park
717227,7/28/2023,Coors Field
717230,7/28/2023,Citi Field
717234,7/28/2023,PNC Park
717225,7/28/2023,Dodger Stadium
717220,7/28/2023,Oracle Park
717226,7/28/2023,Busch Stadium
717223,7/28/2023,Chase Field
717228,7/28/2023,Guaranteed Rate Field
717235,7/28/2023,Rogers Centre
717231,7/28/2023,Truist Park
717237,7/28/2023,Oriole Park at Camden Yards
717236,7/28/2023,loanDepot park
717232,7/28/2023,Kauffman Stadium
717224,7/28/2023,Petco Park
717222,7/29/2023,Rogers Centre
717217,7/29/2023,Guaranteed Rate Field
717214,7/29/2023,Minute Maid Park
717212,7/29/2023,Coors Field
717213,7/29/2023,Busch Stadium
717210,7/29/2023,Chase Field
717218,7/29/2023,loanDepot park
717211,7/29/2023,Truist Park
717207,7/29/2023,Kauffman Stadium
717209,7/29/2023,Petco Park
717221,7/29/2023,Oracle Park
717219,7/29/2023,Oriole Park at Camden Yards
717205,7/29/2023,Dodger Stadium
717216,7/29/2023,PNC Park
717215,7/29/2023,Citi Field
717206,7/30/2023,Truist Park
717193,7/30/2023,Chase Field
717199,7/30/2023,Coors Field
717197,7/30/2023,Oracle Park
717204,7/30/2023,Guaranteed Rate Field
717208,7/30/2023,PNC Park
717200,7/30/2023,Oriole Park at Camden Yards
717198,7/30/2023,Kauffman Stadium
717191,7/30/2023,Petco Park
717201,7/30/2023,Rogers Centre
717196,7/30/2023,Minute Maid Park
717202,7/30/2023,loanDepot park
717195,7/30/2023,Busch Stadium
717203,7/30/2023,Citi Field
717194,7/30/2023,Dodger Stadium
717187,7/31/2023,Truist Park
717190,7/31/2023,Oracle Park
717188,7/31/2023,Wrigley Field
717184,7/31/2023,Minute Maid Park
717189,7/31/2023,loanDepot park
717185,7/31/2023,Yankee Stadium
717186,7/31/2023,Rogers Centre
717179,7/31/2023,Coors Field
717181,7/31/2023,T-Mobile Park
717192,7/31/2023,Nationals Park
717174,8/1/2023,Busch Stadium
717182,8/1/2023,loanDepot park
717183,8/1/2023,Nationals Park
717172,8/1/2023,Minute Maid Park
717180,8/1/2023,Oracle Park
717168,8/1/2023,Globe Life Field
717171,8/1/2023,Dodger Stadium
717177,8/1/2023,Rogers Centre
717167,8/1/2023,T-Mobile Park
717176,8/1/2023,Truist Park
717170,8/1/2023,Kauffman Stadium
717178,8/1/2023,PNC Park
717173,8/1/2023,Wrigley Field
717175,8/1/2023,Yankee Stadium
717169,8/1/2023,Coors Field
717157,8/2/2023,Rogers Centre
717163,8/2/2023,Minute Maid Park
717152,8/2/2023,Globe Life Field
717156,8/2/2023,Kauffman Stadium
717164,8/2/2023,Oracle Park
717155,8/2/2023,Busch Stadium
717158,8/2/2023,Coors Field
717153,8/2/2023,Wrigley Field
717161,8/2/2023,T-Mobile Park
717160,8/2/2023,Yankee Stadium
717159,8/2/2023,loanDepot park
717162,8/2/2023,Nationals Park
717154,8/2/2023,Dodger Stadium
717166,8/2/2023,PNC Park
717165,8/2/2023,Truist Park
717150,8/3/2023,Rogers Centre
717148,8/3/2023,Kauffman Stadium
717144,8/3/2023,Angel Stadium
717142,8/3/2023,Yankee Stadium
717143,8/3/2023,American Family Field
717149,8/3/2023,Globe Life Field
717147,8/3/2023,loanDepot park
717151,8/3/2023,Oracle Park
717137,8/3/2023,Dodger Stadium
717145,8/3/2023,Busch Stadium
717146,8/3/2023,Wrigley Field
717141,8/4/2023,Wrigley Field
717132,8/4/2023,Progressive Field
717140,8/4/2023,Citizens Bank Park
717129,8/4/2023,Petco Park
717133,8/4/2023,Globe Life Field
717127,8/4/2023,Busch Stadium
717134,8/4/2023,Oriole Park at Camden Yards
717131,8/4/2023,American Family Field
717136,8/4/2023,Fenway Park
717130,8/4/2023,Angel Stadium
717135,8/4/2023,Comerica Park
717139,8/4/2023,Great American Ball Park
717138,8/4/2023,Yankee Stadium
717128,8/4/2023,Target Field
717120,8/5/2023,Great American Ball Park
717116,8/5/2023,American Family Field
717117,8/5/2023,Oakland Coliseum
717109,8/5/2023,Angel Stadium
717125,8/5/2023,Fenway Park
717112,8/5/2023,Petco Park
717124,8/5/2023,Globe Life Field
717121,8/5/2023,Wrigley Field
717115,8/5/2023,Progressive Field
717114,8/5/2023,Oriole Park at Camden Yards
717123,8/5/2023,Citizens Bank Park
717126,8/5/2023,Yankee Stadium
717119,8/5/2023,Busch Stadium
717118,8/5/2023,Target Field
717122,8/5/2023,Comerica Park
717108,8/6/2023,Progressive Field
717111,8/6/2023,Fenway Park
717103,8/6/2023,Comerica Park
717110,8/6/2023,Yankee Stadium
717104,8/6/2023,Great American Ball Park
717093,8/6/2023,Petco Park
717107,8/6/2023,Oriole Park at Camden Yards
717099,8/6/2023,Busch Stadium
717101,8/6/2023,Angel Stadium
717102,8/6/2023,Globe Life Field
717098,8/6/2023,Wrigley Field
717113,8/6/2023,Citizens Bank Park
717106,8/6/2023,Target Field
717100,8/6/2023,Oakland Coliseum
717105,8/6/2023,American Family Field
717094,8/7/2023,Petco Park
717095,8/7/2023,PNC Park
717088,8/7/2023,Guaranteed Rate Field
717097,8/7/2023,Great American Ball Park
717086,8/7/2023,American Family Field
717091,8/7/2023,Comerica Park
717081,8/7/2023,Oakland Coliseum
717096,8/7/2023,Citizens Bank Park
717087,8/7/2023,Progressive Field
717092,8/7/2023,Citi Field
717090,8/7/2023,Angel Stadium
717089,8/7/2023,Fenway Park
717075,8/8/2023,Guaranteed Rate Field
717076,8/8/2023,Comerica Park
717082,8/8/2023,Citizens Bank Park
717084,8/8/2023,Oriole Park at Camden Yards
717083,8/8/2023,Great American Ball Park
717079,8/8/2023,PNC Park
717078,8/8/2023,American Family Field
717077,8/8/2023,Fenway Park
717068,8/8/2023,Angel Stadium
717080,8/8/2023,Citi Field
717085,8/8/2023,Tropicana Field
717074,8/8/2023,Progressive Field
717072,8/8/2023,T-Mobile Park
717069,8/8/2023,Oakland Coliseum
717073,8/8/2023,Chase Field
717071,8/9/2023,Angel Stadium
717065,8/9/2023,American Family Field
717055,8/9/2023,T-Mobile Park
717063,8/9/2023,Oakland Coliseum
717061,8/9/2023,Comerica Park
717067,8/9/2023,Oriole Park at Camden Yards
717062,8/9/2023,Citi Field
717058,8/9/2023,PNC Park
717057,8/9/2023,Chase Field
717054,8/9/2023,Guaranteed Rate Field
717060,8/9/2023,Progressive Field
717066,8/9/2023,Citizens Bank Park
717070,8/9/2023,Great American Ball Park
717059,8/9/2023,Fenway Park
717064,8/9/2023,Tropicana Field
717052,8/10/2023,Progressive Field
717049,8/10/2023,Citizens Bank Park
717050,8/10/2023,Comerica Park
717048,8/10/2023,Tropicana Field
717045,8/10/2023,Dodger Stadium
717056,8/10/2023,PNC Park
717053,8/10/2023,Oriole Park at Camden Yards
717051,8/10/2023,Fenway Park
717047,8/11/2023,loanDepot park
717042,8/11/2023,Fenway Park
717038,8/11/2023,Tropicana Field
717037,8/11/2023,Minute Maid Park
717046,8/11/2023,PNC Park
717035,8/11/2023,Chase Field
717043,8/11/2023,Nationals Park
717040,8/11/2023,Citi Field
717044,8/11/2023,Citizens Bank Park
717041,8/11/2023,Rogers Centre
717039,8/11/2023,Kauffman Stadium
717034,8/11/2023,T-Mobile Park
717031,8/11/2023,Oracle Park
717036,8/11/2023,Guaranteed Rate Field
717032,8/11/2023,Dodger Stadium
717020,8/12/2023,Chase Field
717022,8/12/2023,Minute Maid Park
717033,8/12/2023,Fenway Park
717023,8/12/2023,Guaranteed Rate Field
717024,8/12/2023,Tropicana Field
717025,8/12/2023,loanDepot park
717028,8/12/2023,Citizens Bank Park
717026,8/12/2023,Rogers Centre
717029,8/12/2023,Oracle Park
717019,8/12/2023,Kauffman Stadium
717030,8/12/2023,Nationals Park
718371,8/12/2023,Citi Field
717021,8/12/2023,Citi Field
717017,8/12/2023,Dodger Stadium
717018,8/12/2023,T-Mobile Park
717027,8/12/2023,PNC Park
717010,8/13/2023,Tropicana Field
717015,8/13/2023,PNC Park
717005,8/13/2023,T-Mobile Park
717006,8/13/2023,Guaranteed Rate Field
717009,8/13/2023,Citizens Bank Park
717004,8/13/2023,Minute Maid Park
717007,8/13/2023,Dodger Stadium
717012,8/13/2023,Rogers Centre
717008,8/13/2023,Oracle Park
717003,8/13/2023,Chase Field
717011,8/13/2023,loanDepot park
717016,8/13/2023,Nationals Park
717013,8/13/2023,Citi Field
717014,8/13/2023,Fenway Park
716994,8/14/2023,Kauffman Stadium
716999,8/14/2023,Oracle Park
717001,8/14/2023,Truist Park
717000,8/14/2023,loanDepot park
716997,8/14/2023,Globe Life Field
716996,8/14/2023,Petco Park
717002,8/14/2023,Citi Field
716995,8/14/2023,Busch Stadium
716998,8/14/2023,Coors Field
716980,8/15/2023,Petco Park
716985,8/15/2023,Globe Life Field
716989,8/15/2023,Oracle Park
716992,8/15/2023,Great American Ball Park
716978,8/15/2023,Coors Field
716990,8/15/2023,Rogers Centre
716993,8/15/2023,Nationals Park
716979,8/15/2023,Dodger Stadium
716981,8/15/2023,Kauffman Stadium
716984,8/15/2023,Busch Stadium
716986,8/15/2023,Wrigley Field
716991,8/15/2023,loanDepot park
716988,8/15/2023,Citi Field
716983,8/15/2023,Target Field
716987,8/15/2023,Truist Park
716976,8/16/2023,Target Field
716962,8/16/2023,Dodger Stadium
716965,8/16/2023,Petco Park
716963,8/16/2023,Kauffman Stadium
716973,8/16/2023,Great American Ball Park
716974,8/16/2023,Citi Field
716967,8/16/2023,Rogers Centre
716969,8/16/2023,Busch Stadium
716971,8/16/2023,Globe Life Field
716972,8/16/2023,loanDepot park
716970,8/16/2023,Truist Park
716975,8/16/2023,Oracle Park
716977,8/16/2023,Coors Field
716968,8/16/2023,Wrigley Field
716982,8/16/2023,Nationals Park
716957,8/17/2023,Petco Park
716964,8/17/2023,Kauffman Stadium
716959,8/17/2023,Progressive Field
716966,8/17/2023,Nationals Park
716961,8/17/2023,Dodger Stadium
716958,8/17/2023,Busch Stadium
716955,8/18/2023,Wrigley Field
716953,8/18/2023,Yankee Stadium
716947,8/18/2023,Coors Field
716945,8/18/2023,Angel Stadium
716948,8/18/2023,Minute Maid Park
716954,8/18/2023,Great American Ball Park
716942,8/18/2023,Petco Park
716946,8/18/2023,Dodger Stadium
716952,8/18/2023,Busch Stadium
716950,8/18/2023,Globe Life Field
716951,8/18/2023,Target Field
716960,8/18/2023,Nationals Park
716949,8/18/2023,Truist Park
716944,8/18/2023,Oakland Coliseum
716956,8/18/2023,Progressive Field
716933,8/19/2023,Coors Field
716941,8/19/2023,Nationals Park
716943,8/19/2023,Yankee Stadium
716931,8/19/2023,Petco Park
716934,8/19/2023,Truist Park
716938,8/19/2023,Globe Life Field
716940,8/19/2023,Busch Stadium
716937,8/19/2023,Wrigley Field
716935,8/19/2023,Great American Ball Park
716930,8/19/2023,Oakland Coliseum
716936,8/19/2023,Target Field
716925,8/19/2023,Angel Stadium
716932,8/19/2023,Minute Maid Park
716926,8/19/2023,Dodger Stadium
716939,8/19/2023,Progressive Field
716918,8/20/2023,Globe Life Field
716923,8/20/2023,Target Field
716916,8/20/2023,Coors Field
716915,8/20/2023,Angel Stadium
716924,8/20/2023,Great American Ball Park
716919,8/20/2023,Petco Park
716929,8/20/2023,Nationals Park
