Game_pk,date,Park
716927,8/20/2023,Truist Park
716914,8/20/2023,Oakland Coliseum
716917,8/20/2023,Wrigley Field
716909,8/20/2023,Dodger Stadium
716928,8/20/2023,Yankee Stadium
716922,8/20/2023,Progressive Field
716921,8/20/2023,Busch Stadium
716920,8/20/2023,Minute Maid Park
716910,8/21/2023,Truist Park
716906,8/21/2023,Chase Field
716904,8/21/2023,Oakland Coliseum
716908,8/21/2023,Minute Maid Park
716911,8/21/2023,Citizens Bank Park
716903,8/21/2023,Angel Stadium
716907,8/21/2023,Petco Park
716905,8/21/2023,Guaranteed Rate Field
716913,8/21/2023,Comerica Park
716912,8/21/2023,PNC Park
716894,8/22/2023,American Family Field
716892,8/22/2023,Angel Stadium
716888,8/22/2023,Oakland Coliseum
716900,8/22/2023,Yankee Stadium
716902,8/22/2023,Oriole Park at Camden Yards
716895,8/22/2023,Minute Maid Park
716901,8/22/2023,PNC Park
716897,8/22/2023,Progressive Field
716896,8/22/2023,Comerica Park
716887,8/22/2023,Petco Park
716898,8/22/2023,Tropicana Field
716899,8/22/2023,Citizens Bank Park
716889,8/22/2023,Chase Field
716891,8/22/2023,Truist Park
716893,8/22/2023,Guaranteed Rate Field
716875,8/23/2023,Progressive Field
716884,8/23/2023,Oakland Coliseum
716886,8/23/2023,PNC Park
716874,8/23/2023,Oriole Park at Camden Yards
716880,8/23/2023,Tropicana Field
716879,8/23/2023,Citizens Bank Park
716885,8/23/2023,Comerica Park
716882,8/23/2023,American Family Field
716876,8/23/2023,Truist Park
716881,8/23/2023,Guaranteed Rate Field
716890,8/23/2023,Angel Stadium
716883,8/23/2023,Petco Park
716877,8/23/2023,Yankee Stadium
716878,8/23/2023,Minute Maid Park
716872,8/24/2023,Yankee Stadium
716871,8/24/2023,Progressive Field
716867,8/24/2023,Target Field
716870,8/24/2023,PNC Park
716865,8/24/2023,Oriole Park at Camden Yards
716864,8/24/2023,Guaranteed Rate Field
716868,8/24/2023,Chase Field
716873,8/24/2023,Minute Maid Park
716869,8/24/2023,Tropicana Field
716857,8/25/2023,American Family Field
716856,8/25/2023,Guaranteed Rate Field
716862,8/25/2023,PNC Park
716863,8/25/2023,loanDepot park
716859,8/25/2023,Oriole Park at Camden Yards
716858,8/25/2023,Comerica Park
716855,8/25/2023,Citi Field
716850,8/25/2023,Target Field
716852,8/25/2023,Oracle Park
716851,8/25/2023,Chase Field
716854,8/25/2023,Tropicana Field
716866,8/25/2023,Fenway Park
716860,8/25/2023,Rogers Centre
716853,8/25/2023,T-Mobile Park
716861,8/25/2023,Citizens Bank Park
716838,8/26/2023,American Family Field
716839,8/26/2023,Target Field
716848,8/26/2023,Oracle Park
716846,8/26/2023,Rogers Centre
716833,8/26/2023,Chase Field
716845,8/26/2023,Tropicana Field
716837,8/26/2023,Oriole Park at Camden Yards
716832,8/26/2023,T-Mobile Park
716843,8/26/2023,Comerica Park
716841,8/26/2023,Guaranteed Rate Field
716847,8/26/2023,Citizens Bank Park
716842,8/26/2023,PNC Park
716844,8/26/2023,loanDepot park
716849,8/26/2023,Fenway Park
716840,8/26/2023,Citi Field
716834,8/27/2023,PNC Park
716820,8/27/2023,T-Mobile Park
716825,8/27/2023,Rogers Centre
716824,8/27/2023,Target Field
716831,8/27/2023,Fenway Park
716827,8/27/2023,loanDepot park
716829,8/27/2023,Citi Field
716836,8/27/2023,Oriole Park at Camden Yards
716822,8/27/2023,American Family Field
716830,8/27/2023,Comerica Park
716821,8/27/2023,Chase Field
716826,8/27/2023,Guaranteed Rate Field
716835,8/27/2023,Citizens Bank Park
716819,8/27/2023,Oracle Park
716828,8/27/2023,Tropicana Field
716805,8/28/2023,Dodger Stadium
716816,8/28/2023,Rogers Centre
716815,8/28/2023,Oriole Park at Camden Yards
716814,8/28/2023,Fenway Park
716809,8/28/2023,Busch Stadium
716817,8/28/2023,Citizens Bank Park
716808,8/28/2023,Comerica Park
716811,8/28/2023,Kauffman Stadium
716804,8/28/2023,T-Mobile Park
716823,8/28/2023,Oracle Park
716812,8/28/2023,Coors Field
716813,8/28/2023,Target Field
716818,8/28/2023,Citi Field
716810,8/28/2023,Wrigley Field
716806,8/29/2023,Citizens Bank Park
716802,8/29/2023,Fenway Park
716790,8/29/2023,T-Mobile Park
716791,8/29/2023,Coors Field
716801,8/29/2023,Rogers Centre
716796,8/29/2023,Target Field
716800,8/29/2023,Oriole Park at Camden Yards
716797,8/29/2023,Busch Stadium
716803,8/29/2023,Oracle Park
716795,8/29/2023,Comerica Park
716799,8/29/2023,Citi Field
716798,8/29/2023,Wrigley Field
716793,8/29/2023,Kauffman Stadium
716792,8/29/2023,Dodger Stadium
716807,8/29/2023,loanDepot park
716774,8/30/2023,Dodger Stadium
716773,8/30/2023,Coors Field
716789,8/30/2023,Oracle Park
716778,8/30/2023,loanDepot park
716781,8/30/2023,Comerica Park
716785,8/30/2023,Rogers Centre
716780,8/30/2023,Kauffman Stadium
716787,8/30/2023,Citizens Bank Park
716794,8/30/2023,Fenway Park
716782,8/30/2023,Busch Stadium
716783,8/30/2023,Citi Field
716788,8/30/2023,T-Mobile Park
716786,8/30/2023,Oriole Park at Camden Yards
716779,8/30/2023,Wrigley Field
716784,8/30/2023,Target Field
716777,8/31/2023,Petco Park
716768,8/31/2023,Dodger Stadium
716775,8/31/2023,Comerica Park
716776,8/31/2023,Nationals Park
716767,9/1/2023,Progressive Field
716765,9/1/2023,American Family Field
716770,9/1/2023,Great American Ball Park
716757,9/1/2023,Dodger Stadium
716771,9/1/2023,Nationals Park
716762,9/1/2023,Guaranteed Rate Field
716763,9/1/2023,Minute Maid Park
716761,9/1/2023,Petco Park
716772,9/1/2023,Globe Life Field
718700,9/1/2023,Great American Ball Park
716769,9/1/2023,Citi Field
716758,9/1/2023,Oakland Coliseum
716766,9/1/2023,Busch Stadium
716759,9/1/2023,Coors Field
716756,9/1/2023,Chase Field
716764,9/1/2023,Kauffman Stadium
716750,9/2/2023,Kauffman Stadium
716760,9/2/2023,Nationals Park
716749,9/2/2023,Guaranteed Rate Field
716744,9/2/2023,Busch Stadium
716741,9/2/2023,Dodger Stadium
716753,9/2/2023,Great American Ball Park
716746,9/2/2023,Minute Maid Park
716747,9/2/2023,Chase Field
716745,9/2/2023,American Family Field
716755,9/2/2023,Oakland Coliseum
716751,9/2/2023,Citi Field
716752,9/2/2023,Globe Life Field
716748,9/2/2023,Coors Field
716743,9/2/2023,Petco Park
716754,9/2/2023,Progressive Field
716728,9/3/2023,Petco Park
716733,9/3/2023,Busch Stadium
716735,9/3/2023,Minute Maid Park
716739,9/3/2023,Kauffman Stadium
716742,9/3/2023,Citi Field
716729,9/3/2023,Progressive Field
716734,9/3/2023,Guaranteed Rate Field
716738,9/3/2023,Great American Ball Park
716731,9/3/2023,Oakland Coliseum
716730,9/3/2023,Coors Field
716725,9/3/2023,Dodger Stadium
716737,9/3/2023,Globe Life Field
716740,9/3/2023,Nationals Park
716736,9/3/2023,American Family Field
716732,9/3/2023,Chase Field
716722,9/4/2023,Tropicana Field
716718,9/4/2023,PNC Park
716721,9/4/2023,Chase Field
716719,9/4/2023,Progressive Field
716720,9/4/2023,Petco Park
716724,9/4/2023,Globe Life Field
716727,9/4/2023,Great American Ball Park
716681,9/4/2023,Kauffman Stadium
716713,9/4/2023,Angel Stadium
716723,9/4/2023,Wrigley Field
716726,9/4/2023,Oakland Coliseum
716716,9/5/2023,Tropicana Field
716704,9/5/2023,Kauffman Stadium
716702,9/5/2023,Chase Field
716710,9/5/2023,loanDepot park
716705,9/5/2023,Globe Life Field
716717,9/5/2023,Progressive Field
716703,9/5/2023,Petco Park
716707,9/5/2023,Oakland Coliseum
716714,9/5/2023,PNC Park
716715,9/5/2023,Nationals Park
716711,9/5/2023,Yankee Stadium
716709,9/5/2023,Truist Park
716712,9/5/2023,Great American Ball Park
716706,9/5/2023,Angel Stadium
716708,9/5/2023,Wrigley Field
716699,9/6/2023,Wrigley Field
716695,9/6/2023,loanDepot park
716690,9/6/2023,Angel Stadium
716696,9/6/2023,Tropicana Field
716689,9/6/2023,Truist Park
716692,9/6/2023,Chase Field
716687,9/6/2023,Globe Life Field
716701,9/6/2023,Nationals Park
716694,9/6/2023,Yankee Stadium
716700,9/6/2023,Progressive Field
716691,9/6/2023,Petco Park
716693,9/6/2023,Great American Ball Park
716697,9/6/2023,PNC Park
716698,9/6/2023,Oakland Coliseum
716688,9/6/2023,Kauffman Stadium
716684,9/7/2023,Angel Stadium
716680,9/7/2023,Truist Park
716682,9/7/2023,loanDepot park
716686,9/7/2023,Yankee Stadium
716685,9/7/2023,Wrigley Field
716683,9/7/2023,Tropicana Field
716676,9/8/2023,Nationals Park
716678,9/8/2023,Wrigley Field
716665,9/8/2023,Globe Life Field
716672,9/8/2023,Fenway Park
716669,9/8/2023,Minute Maid Park
716675,9/8/2023,Comerica Park
716674,9/8/2023,Truist Park
716670,9/8/2023,Yankee Stadium
716671,9/8/2023,Tropicana Field
716668,9/8/2023,Oracle Park
716679,9/8/2023,Citizens Bank Park
716677,9/8/2023,Great American Ball Park
716667,9/8/2023,Angel Stadium
716673,9/8/2023,Rogers Centre
716666,9/8/2023,Target Field
716654,9/9/2023,Target Field
716649,9/9/2023,Minute Maid Park
716663,9/9/2023,Oracle Park
716661,9/9/2023,Rogers Centre
716655,9/9/2023,Great American Ball Park
716653,9/9/2023,Citizens Bank Park
716656,9/9/2023,Tropicana Field
716650,9/9/2023,Angel Stadium
716659,9/9/2023,Yankee Stadium
716664,9/9/2023,Fenway Park
716657,9/9/2023,Globe Life Field
716662,9/9/2023,Nationals Park
716660,9/9/2023,Wrigley Field
716651,9/9/2023,Truist Park
716658,9/9/2023,Comerica Park
716633,9/10/2023,Angel Stadium
716643,9/10/2023,Citizens Bank Park
716648,9/10/2023,Comerica Park
716642,9/10/2023,Great American Ball Park
716640,9/10/2023,Minute Maid Park
716639,9/10/2023,Target Field
716644,9/10/2023,Truist Park
716645,9/10/2023,Tropicana Field
716652,9/10/2023,Fenway Park
716646,9/10/2023,Yankee Stadium
716641,9/10/2023,Rogers Centre
716638,9/10/2023,Wrigley Field
716637,9/10/2023,Globe Life Field
716634,9/10/2023,Oracle Park
716647,9/10/2023,Nationals Park
716623,9/11/2023,T-Mobile Park
716626,9/11/2023,American Family Field
717664,9/11/2023,Citizens Bank Park
716590,9/11/2023,Citizens Bank Park
716635,9/11/2023,PNC Park
716622,9/11/2023,Dodger Stadium
716630,9/11/2023,Rogers Centre
716629,9/11/2023,Target Field
716628,9/11/2023,Fenway Park
716632,9/11/2023,Oracle Park
716636,9/11/2023,Oriole Park at Camden Yards
716627,9/11/2023,Citi Field
716624,9/11/2023,Minute Maid Park
716631,9/11/2023,Guaranteed Rate Field
716625,9/11/2023,Coors Field
716612,9/12/2023,Fenway Park
716613,9/12/2023,Target Field
716614,9/12/2023,Minute Maid Park
716620,9/12/2023,PNC Park
716611,9/12/2023,Guaranteed Rate Field
716615,9/12/2023,Citi Field
716610,9/12/2023,American Family Field
716606,9/12/2023,T-Mobile Park
716618,9/12/2023,Citizens Bank Park
716617,9/12/2023,Comerica Park
716608,9/12/2023,Dodger Stadium
716616,9/12/2023,Rogers Centre
716621,9/12/2023,Oriole Park at Camden Yards
716609,9/12/2023,Coors Field
716619,9/12/2023,Oracle Park
716604,9/13/2023,Oriole Park at Camden Yards
716603,9/13/2023,Citizens Bank Park
716602,9/13/2023,T-Mobile Park
716600,9/13/2023,PNC Park
716599,9/13/2023,Coors Field
716601,9/13/2023,Comerica Park
716594,9/13/2023,Rogers Centre
716607,9/13/2023,Target Field
716598,9/13/2023,Guaranteed Rate Field
716592,9/13/2023,American Family Field
716597,9/13/2023,Fenway Park
716589,9/13/2023,Dodger Stadium
716596,9/13/2023,Minute Maid Park
716605,9/13/2023,Oracle Park
716595,9/13/2023,Citi Field
716591,9/14/2023,PNC Park
716580,9/14/2023,Guaranteed Rate Field
716586,9/14/2023,Oriole Park at Camden Yards
716585,9/14/2023,American Family Field
716581,9/14/2023,Coors Field
716587,9/14/2023,Rogers Centre
716588,9/14/2023,Citi Field
716584,9/14/2023,Comerica Park
716593,9/14/2023,Fenway Park
716582,9/15/2023,loanDepot park
716571,9/15/2023,Coors Field
716574,9/15/2023,Citi Field
716569,9/15/2023,Oakland Coliseum
716583,9/15/2023,Oriole Park at Camden Yards
716573,9/15/2023,Guaranteed Rate Field
716568,9/15/2023,T-Mobile Park
716572,9/15/2023,Busch Stadium
716575,9/15/2023,Progressive Field
716576,9/15/2023,Rogers Centre
716577,9/15/2023,Kauffman Stadium
716578,9/15/2023,American Family Field
716567,9/15/2023,Chase Field
716570,9/15/2023,Angel Stadium
716579,9/15/2023,PNC Park
716561,9/16/2023,Oriole Park at Camden Yards
716556,9/16/2023,Guaranteed Rate Field
716566,9/16/2023,Rogers Centre
716550,9/16/2023,Coors Field
716564,9/16/2023,Oakland Coliseum
716557,9/16/2023,Busch Stadium
716562,9/16/2023,Progressive Field
716559,9/16/2023,American Family Field
716560,9/16/2023,Kauffman Stadium
716552,9/16/2023,T-Mobile Park
716563,9/16/2023,PNC Park
716565,9/16/2023,loanDepot park
716558,9/16/2023,Chase Field
716554,9/16/2023,Angel Stadium
716555,9/16/2023,Citi Field
716553,9/17/2023,Oriole Park at Camden Yards
716542,9/17/2023,Guaranteed Rate Field
716545,9/17/2023,Citi Field
716537,9/17/2023,T-Mobile Park
716546,9/17/2023,loanDepot park
716540,9/17/2023,Coors Field
716536,9/17/2023,Chase Field
716549,9/17/2023,Progressive Field
716548,9/17/2023,Rogers Centre
716551,9/17/2023,PNC Park
716544,9/17/2023,Angel Stadium
716543,9/17/2023,American Family Field
716541,9/17/2023,Busch Stadium
716547,9/17/2023,Kauffman Stadium
716538,9/17/2023,Oakland Coliseum
716530,9/18/2023,Minute Maid Park
716527,9/18/2023,Oakland Coliseum
716532,9/18/2023,Truist Park
716526,9/18/2023,Petco Park
716531,9/18/2023,Busch Stadium
716535,9/18/2023,loanDepot park
716529,9/18/2023,Kauffman Stadium
716539,9/18/2023,Nationals Park
716533,9/18/2023,Globe Life Field
716528,9/18/2023,Dodger Stadium
716534,9/18/2023,Great American Ball Park
716515,9/19/2023,Busch Stadium
716524,9/19/2023,Tropicana Field
716521,9/19/2023,Truist Park
716525,9/19/2023,Nationals Park
716522,9/19/2023,Great American Ball Park
716511,9/19/2023,Chase Field
716510,9/19/2023,Dodger Stadium
716516,9/19/2023,Petco Park
716520,9/19/2023,Yankee Stadium
716514,9/19/2023,Minute Maid Park
716512,9/19/2023,Oakland Coliseum
716519,9/19/2023,Globe Life Field
716517,9/19/2023,Kauffman Stadium
716518,9/19/2023,Wrigley Field
716523,9/19/2023,loanDepot park
716505,9/20/2023,Kauffman Stadium
716502,9/20/2023,Yankee Stadium
716504,9/20/2023,Oakland Coliseum
716506,9/20/2023,Great American Ball Park
716508,9/20/2023,Minute Maid Park
716495,9/20/2023,Busch Stadium
716497,9/20/2023,Wrigley Field
716500,9/20/2023,Petco Park
716513,9/20/2023,Nationals Park
716503,9/20/2023,loanDepot park
716499,9/20/2023,Chase Field
716501,9/20/2023,Tropicana Field
716509,9/20/2023,Truist Park
716494,9/20/2023,Dodger Stadium
716507,9/20/2023,Globe Life Field
716498,9/21/2023,Tropicana Field
716489,9/21/2023,Progressive Field
716496,9/21/2023,Nationals Park
716484,9/21/2023,Dodger Stadium
716493,9/21/2023,Wrigley Field
716490,9/21/2023,Citizens Bank Park
716491,9/21/2023,Busch Stadium
716488,9/21/2023,Oakland Coliseum
716492,9/21/2023,Yankee Stadium
716486,9/22/2023,Wrigley Field
716480,9/22/2023,Yankee Stadium
716481,9/22/2023,Citizens Bank Park
716483,9/22/2023,Progressive Field
716478,9/22/2023,Fenway Park
716485,9/22/2023,Nationals Park
716474,9/22/2023,Dodger Stadium
716479,9/22/2023,Tropicana Field
716487,9/22/2023,Great American Ball Park
716475,9/22/2023,Target Field
716473,9/22/2023,Minute Maid Park
716476,9/22/2023,Petco Park
716477,9/22/2023,Globe Life Field
716482,9/22/2023,loanDepot park
716472,9/22/2023,Oakland Coliseum
716462,9/23/2023,Great American Ball Park
716464,9/23/2023,Progressive Field
716460,9/23/2023,loanDepot park
716471,9/23/2023,Yankee Stadium
716456,9/23/2023,Dodger Stadium
716463,9/23/2023,Tropicana Field
716466,9/23/2023,Citizens Bank Park
716469,9/23/2023,Wrigley Field
716470,9/23/2023,Oakland Coliseum
716467,9/23/2023,Nationals Park
716461,9/23/2023,Globe Life Field
716457,9/23/2023,Petco Park
716468,9/23/2023,Fenway Park
716455,9/23/2023,Minute Maid Park
716465,9/23/2023,Target Field
716448,9/24/2023,Minute Maid Park
716459,9/24/2023,Nationals Park
716453,9/24/2023,Fenway Park
716458,9/24/2023,Yankee Stadium
716454,9/24/2023,Citizens Bank Park
716452,9/24/2023,Tropicana Field
716451,9/24/2023,Great American Ball Park
716450,9/24/2023,Progressive Field
716439,9/24/2023,Dodger Stadium
716449,9/24/2023,Wrigley Field
716447,9/24/2023,loanDepot park
716444,9/24/2023,Petco Park
716446,9/24/2023,Globe Life Field
716445,9/24/2023,Target Field
716442,9/24/2023,Oakland Coliseum
716440,9/25/2023,Angel Stadium
716443,9/25/2023,Guaranteed Rate Field
716441,9/25/2023,Oracle Park
716436,9/25/2023,T-Mobile Park
716424,9/26/2023,Coors Field
716435,9/26/2023,Progressive Field
716425,9/26/2023,T-Mobile Park
716431,9/26/2023,Rogers Centre
716430,9/26/2023,Citi Field
716427,9/26/2023,Guaranteed Rate Field
716438,9/26/2023,Coors Field
716432,9/26/2023,Citizens Bank Park
716433,9/26/2023,Comerica Park
716437,9/26/2023,Oracle Park
716428,9/26/2023,Fenway Park
716429,9/26/2023,Truist Park
716421,9/26/2023,Target Field
716434,9/26/2023,Oriole Park at Camden Yards
716423,9/26/2023,American Family Field
716422,9/26/2023,Angel Stadium
716417,9/27/2023,Guaranteed Rate Field
716414,9/27/2023,Comerica Park
716407,9/27/2023,T-Mobile Park
716426,9/27/2023,Oracle Park
716413,9/27/2023,Rogers Centre
716420,9/27/2023,Angel Stadium
716410,9/27/2023,Target Field
716411,9/27/2023,Citi Field
716406,9/27/2023,Coors Field
716418,9/27/2023,Progressive Field
716412,9/27/2023,Truist Park
716419,9/27/2023,Fenway Park
716415,9/27/2023,Citizens Bank Park
716416,9/27/2023,Oriole Park at Camden Yards
716408,9/27/2023,American Family Field
716402,9/28/2023,Oriole Park at Camden Yards
716403,9/28/2023,Rogers Centre
716405,9/28/2023,Coors Field
716396,9/28/2023,American Family Field
716404,9/28/2023,Citi Field
716409,9/28/2023,Citizens Bank Park
716397,9/28/2023,T-Mobile Park
716399,9/28/2023,Truist Park
716400,9/28/2023,Target Field
716401,9/28/2023,Comerica Park
716388,9/29/2023,Busch Stadium
716384,9/29/2023,Chase Field
716385,9/29/2023,American Family Field
716391,9/29/2023,Guaranteed Rate Field
716389,9/29/2023,Kauffman Stadium
716390,9/29/2023,Oriole Park at Camden Yards
716382,9/29/2023,Oracle Park
716398,9/29/2023,PNC Park
716392,9/29/2023,Rogers Centre
716393,9/29/2023,Citi Field
716387,9/29/2023,Coors Field
716394,9/29/2023,Truist Park
716386,9/29/2023,Angel Stadium
716395,9/29/2023,Comerica Park
716379,9/29/2023,T-Mobile Park
716383,9/30/2023,Rogers Centre
716380,9/30/2023,Comerica Park
716371,9/30/2023,Angel Stadium
716378,9/30/2023,PNC Park
716369,9/30/2023,Truist Park
716377,9/30/2023,Oriole Park at Camden Yards
716368,9/30/2023,Coors Field
716372,9/30/2023,Busch Stadium
716373,9/30/2023,American Family Field
716376,9/30/2023,Citi Field
716375,9/30/2023,Kauffman Stadium
716374,9/30/2023,Guaranteed Rate Field
716366,9/30/2023,T-Mobile Park
716381,9/30/2023,Oracle Park
716370,9/30/2023,Chase Field
716360,10/1/2023,T-Mobile Park
716364,10/1/2023,American Family Field
716356,10/1/2023,Guaranteed Rate Field
716353,10/1/2023,Busch Stadium
716365,10/1/2023,Angel Stadium
716357,10/1/2023,Rogers Centre
716362,10/1/2023,PNC Park
716358,10/1/2023,Chase Field
716367,10/1/2023,Oriole Park at Camden Yards
716363,10/1/2023,Oracle Park
716352,10/1/2023,Kauffman Stadium
716361,10/1/2023,Comerica Park
716354,10/1/2023,Truist Park
716355,10/1/2023,Citi Field
716359,10/1/2023,Coors Field
748577,10/3/2023,Citizens Bank Park
748585,10/3/2023,Target Field
748582,10/3/2023,American Family Field
748581,10/3/2023,Tropicana Field
748578,10/4/2023,American Family Field
748575,10/4/2023,Citizens Bank Park
748583,10/4/2023,Target Field
748580,10/4/2023,Tropicana Field
748568,10/7/2023,Minute Maid Park
748555,10/7/2023,Dodger Stadium
748573,10/7/2023,Oriole Park at Camden Yards
748562,10/7/2023,Truist Park
748565,10/8/2023,Minute Maid Park
748569,10/8/2023,Oriole Park at Camden Yards
748556,10/9/2023,Dodger Stadium
748563,10/9/2023,Truist Park
748567,10/10/2023,Target Field
748572,10/10/2023,Globe Life Field
748557,10/11/2023,Chase Field
748564,10/11/2023,Citizens Bank Park
748566,10/11/2023,Target Field
748561,10/12/2023,Citizens Bank Park
748553,10/15/2023,Minute Maid Park
748543,10/16/2023,Citizens Bank Park
748548,10/16/2023,Minute Maid Park
748546,10/17/2023,Citizens Bank Park
748552,10/18/2023,Globe Life Field
748551,10/19/2023,Globe Life Field
748545,10/19/2023,Chase Field
748544,10/20/2023,Chase Field
748550,10/20/2023,Globe Life Field
748538,10/21/2023,Chase Field
748549,10/22/2023,Minute Maid Park
748539,10/23/2023,Citizens Bank Park
748547,10/23/2023,Minute Maid Park
748537,10/24/2023,Citizens Bank Park
748579,10/5/2023,Tropicana Field
748584,10/5/2023,Target Field
748558,10/12/2023,Chase Field
748571,10/11/2023,Globe Life Field
748559,10/14/2023,Dodger Stadium
748560,10/13/2023,Minute Maid Park
748541,10/28/2023,Globe Life Field
748540,10/30/2023,Chase Field
748533,11/3/2023,Globe Life Field
748542,10/27/2023,Globe Life Field
748554,10/14/2023,Truist Park
748576,10/5/2023,American Family Field
748574,10/5/2023,Citizens Bank Park
748570,10/13/2023,Oriole Park at Camden Yards
748535,10/31/2023,Chase Field
748534,11/1/2023,Chase Field
748536,11/4/2023,Globe Life Field
